price,carat,table,depth,y,z,cut,color,clarity,x
5220,1.13,54.0,61.7,6.74,4.15,3,6,4,6.71
1330,0.52,54.0,63.0,5.15,3.23,3,2,6,5.11
805,0.34,57.0,61.8,4.5,2.77,2,2,4,4.47
2074,0.72,56.0,62.0,5.73,3.56,1,6,3,5.75
1332,0.58,56.0,63.3,5.31,3.37,3,5,6,5.34
1628,0.63,55.0,62.0,5.54,3.42,2,4,6,5.49
784,0.4,61.0,62.2,4.74,2.94,6,3,5,4.71
10295,1.21,57.0,61.0,6.93,4.21,2,4,2,6.87
1228,0.46,63.0,59.2,5.03,2.97,6,3,4,5.0
967,0.34,55.0,61.4,4.54,2.78,2,1,5,4.51
2396,1.05,66.0,61.8,6.37,3.97,5,6,8,6.48
4903,1.18,64.0,55.9,7.01,3.95,5,3,7,7.15
1009,0.44,56.0,63.6,4.84,3.07,6,1,5,4.81
6618,1.01,57.0,63.7,6.32,4.04,6,4,4,6.37
11844,1.14,56.0,62.2,6.67,4.16,2,3,2,6.69
7485,1.25,56.0,61.6,6.95,4.27,2,6,4,6.91
1056,0.43,55.0,61.4,4.88,2.98,2,4,3,4.83
2879,0.84,56.0,61.0,6.1,3.73,2,4,7,6.13
791,0.4,55.0,63.8,4.71,2.99,3,2,5,4.66
2114,0.68,58.0,60.7,5.75,3.47,3,4,4,5.68
2622,0.56,57.0,62.1,5.3,3.28,2,2,3,5.26
16036,2.17,62.0,58.9,8.52,5.01,6,5,7,8.48
3431,0.71,57.0,61.8,5.73,3.53,2,4,4,5.69
1020,0.5,60.0,63.1,5.04,3.17,3,3,7,5.0
778,0.38,55.0,61.2,4.72,2.88,2,4,5,4.69
5263,1.1,56.0,61.6,6.66,4.09,2,2,7,6.63
3615,0.9,54.0,63.4,6.16,3.89,3,4,6,6.11
16987,2.41,57.0,62.5,8.51,5.34,2,6,7,8.57
5595,1.19,59.0,60.8,6.87,4.17,3,5,6,6.84
911,0.3,58.0,61.9,4.28,2.66,1,1,5,4.32
1813,0.53,55.0,62.7,5.16,3.24,2,4,4,5.18
1993,0.54,59.0,61.3,5.21,3.21,1,2,5,5.26
4467,0.71,56.0,62.0,5.74,3.55,2,2,3,5.71
8580,1.2,58.0,62.3,6.71,4.2,1,3,4,6.78
3540,1.01,59.0,64.6,6.25,4.2,5,3,7,6.19
2901,0.81,56.0,63.0,5.9,3.73,2,2,7,5.95
11905,1.27,60.0,61.3,6.9,4.26,1,3,3,6.99
6494,1.51,62.0,59.0,7.36,4.36,1,2,8,7.41
1008,0.32,58.0,62.0,4.29,2.68,1,2,4,4.35
1857,0.53,57.0,61.2,5.26,3.2,2,1,5,5.2
412,0.24,55.0,62.5,3.98,2.48,3,2,4,3.96
337,0.26,55.0,61.9,4.11,2.53,3,5,6,4.07
5311,1.01,61.0,62.0,6.38,3.97,1,2,6,6.42
10029,1.02,60.0,61.7,6.52,3.98,3,2,1,6.38
4732,1.0,57.0,66.7,6.04,4.05,5,3,5,6.11
911,0.3,55.0,61.8,4.3,2.67,2,1,5,4.34
1262,0.6,59.4,60.0,5.51,3.29,3,7,5,5.47
13853,1.6,57.0,60.1,7.59,4.58,2,3,5,7.65
814,0.4,56.0,64.4,4.67,2.99,6,1,5,4.62
4920,1.06,55.0,62.4,6.5,4.08,1,6,4,6.57
829,0.33,59.0,62.0,4.45,2.75,2,3,2,4.42
7667,1.14,56.0,61.4,6.77,4.15,2,4,5,6.74
1244,0.52,57.0,63.3,5.11,3.22,6,4,6,5.08
4627,1.08,56.0,62.3,6.52,4.09,1,4,7,6.6
863,0.41,57.0,62.3,4.78,2.97,2,3,5,4.75
1447,0.5,61.0,61.3,5.1,3.11,6,3,5,5.05
15792,1.52,55.0,64.0,7.19,4.63,6,2,4,7.27
2855,0.74,57.0,62.4,5.74,3.6,1,1,5,5.8
825,0.32,55.0,61.5,4.45,2.73,2,2,4,4.43
13398,2.03,59.0,60.8,8.2,4.96,2,6,7,8.12
7688,1.2,57.0,61.7,6.79,4.2,2,4,3,6.84
655,0.3,58.0,60.7,4.36,2.64,2,4,3,4.34
526,0.3,58.0,62.4,4.28,2.66,3,2,6,4.24
1232,0.39,58.0,62.9,4.66,2.92,3,1,3,4.62
4460,0.9,58.0,63.6,6.09,3.88,6,4,4,6.12
620,0.27,58.0,61.7,4.15,2.55,3,2,3,4.12
972,0.32,57.0,61.6,4.35,2.69,2,2,4,4.39
1120,0.52,56.0,62.9,5.15,3.23,3,2,7,5.12
4467,1.04,57.0,62.8,6.41,4.05,1,4,6,6.5
6858,1.12,55.0,60.9,6.67,4.08,2,3,5,6.73
956,0.3,57.0,61.4,4.33,2.67,2,4,1,4.37
1050,0.4,57.0,61.3,4.75,2.92,2,1,5,4.77
447,0.3,58.0,61.8,4.32,2.66,3,1,7,4.29
9972,1.59,55.0,61.1,7.48,4.59,2,6,5,7.54
7308,1.5,56.0,61.7,7.23,4.49,1,7,5,7.33
886,0.3,57.0,61.4,4.36,2.67,2,3,1,4.34
12423,2.01,59.0,63.7,7.84,5.01,6,5,7,7.89
4238,1.06,62.0,61.1,6.55,4.02,1,4,7,6.61
771,0.35,55.1,61.6,4.58,2.81,2,2,4,4.54
1151,0.41,57.0,62.8,4.76,2.98,3,1,4,4.73
1011,0.35,57.0,62.4,4.49,2.81,2,3,4,4.52
4460,0.9,56.0,63.7,6.07,3.89,6,4,4,6.15
1546,0.51,55.0,62.8,5.07,3.2,2,2,6,5.12
709,0.3,59.0,63.3,4.22,2.68,3,1,6,4.25
1594,0.54,56.0,61.5,5.26,3.25,2,2,6,5.31
2294,0.55,56.0,60.8,5.32,3.22,2,3,3,5.27
367,0.2,62.0,59.7,3.8,2.28,1,2,5,3.84
698,0.31,57.0,62.6,4.3,2.7,1,4,5,4.32
10339,1.53,57.0,61.2,7.46,4.55,2,2,7,7.42
4620,1.0,56.0,63.5,6.38,4.03,6,2,7,6.31
2376,0.55,58.0,62.5,5.22,3.27,1,3,5,5.25
671,0.41,57.0,63.4,4.73,2.99,6,4,6,4.7
662,0.3,56.0,63.1,4.24,2.69,3,1,6,4.28
931,0.43,58.0,59.1,4.96,2.92,3,1,5,4.92
4438,1.01,56.0,61.3,6.45,3.98,3,6,5,6.53
18682,1.42,56.0,60.8,7.32,4.43,2,3,2,7.25
12951,1.55,57.0,61.7,7.44,4.58,2,4,6,7.4
5394,0.91,58.0,57.7,6.4,3.67,6,4,6,6.33
1077,0.33,56.0,61.0,4.45,2.72,2,1,4,4.47
660,0.38,55.0,62.1,4.67,2.89,2,2,6,4.64
14859,1.66,57.0,61.5,7.59,4.68,2,5,1,7.62
561,0.32,60.0,62.5,4.38,2.72,1,4,5,4.32
633,0.25,57.0,61.6,4.08,2.5,3,3,3,4.05
1052,0.33,56.0,61.6,4.45,2.75,2,4,1,4.48
3740,0.9,58.0,62.3,6.05,3.84,1,1,7,6.27
5006,1.01,59.0,61.3,6.44,3.96,1,4,6,6.48
7589,1.0,58.0,63.1,6.33,4.01,3,4,3,6.37
2390,0.91,56.0,66.3,5.99,3.95,5,7,6,5.92
1000,0.38,55.0,62.7,4.65,2.9,2,2,4,4.6
5028,0.97,56.0,62.8,6.3,3.94,2,1,6,6.24
1627,0.5,57.0,63.4,5.08,3.21,3,1,5,5.05
4479,1.01,59.0,63.2,6.38,4.02,6,2,7,6.34
2711,0.71,58.0,59.9,5.81,3.47,1,2,5,5.78
1865,0.7,55.0,65.3,5.54,3.63,5,5,6,5.58
552,0.3,55.0,62.2,4.33,2.68,2,1,6,4.29
2335,0.7,55.0,61.1,5.76,3.51,2,4,6,5.72
3911,0.97,62.0,58.0,6.48,3.79,1,5,6,6.56
694,0.4,54.0,63.8,4.75,3.01,3,1,6,4.68
1698,0.55,58.0,60.8,5.29,3.22,1,2,6,5.32
9442,1.2,60.0,60.2,6.82,4.13,1,3,5,6.91
624,0.37,57.0,60.7,4.62,2.82,1,3,7,4.67
1781,0.51,55.0,62.6,5.08,3.19,2,2,5,5.11
1026,0.38,56.0,60.9,4.67,2.86,1,3,5,4.72
1009,0.5,57.0,63.8,5.02,3.19,6,4,7,4.98
1607,0.53,57.0,60.4,5.23,3.17,2,4,5,5.27
907,0.31,56.0,61.4,4.35,2.68,2,4,3,4.38
1559,0.5,58.0,62.6,5.12,3.19,1,2,5,5.07
3356,0.89,60.0,60.2,6.21,3.73,3,3,7,6.18
680,0.31,60.0,61.8,4.39,2.7,1,3,4,4.35
1574,0.51,56.0,63.7,5.03,3.21,6,3,5,5.05
958,0.42,57.0,61.8,4.81,2.96,2,2,5,4.77
1887,0.5,63.0,59.6,5.16,3.06,3,4,2,5.11
7589,1.0,61.0,59.5,6.42,3.83,1,4,3,6.46
605,0.26,56.0,62.4,4.14,2.57,2,4,2,4.11
4211,0.91,61.0,60.5,6.23,3.76,3,2,6,6.19
3584,1.0,62.0,60.0,6.51,3.91,1,5,7,6.53
707,0.31,55.0,61.6,4.38,2.69,2,5,2,4.35
780,0.33,59.0,60.0,4.47,2.69,1,1,6,4.5
645,0.32,55.0,63.0,4.38,2.75,3,4,4,4.35
734,0.31,56.0,61.8,4.34,2.68,2,2,4,4.33
798,0.37,57.0,60.9,4.68,2.84,2,4,4,4.65
6533,1.01,60.0,59.2,6.51,3.86,1,3,5,6.54
505,0.36,58.0,60.7,4.64,2.81,2,4,7,4.62
919,0.43,55.0,62.7,4.83,3.04,1,2,7,4.87
524,0.3,57.0,61.9,4.32,2.66,2,1,6,4.28
4225,1.02,60.0,60.5,6.53,3.96,2,5,7,6.56
507,0.31,55.0,63.4,4.29,2.71,6,2,6,4.26
3313,1.02,59.0,58.3,6.57,3.84,1,5,7,6.61
2805,0.72,56.0,62.8,5.7,3.59,2,4,5,5.74
1857,0.53,56.0,61.4,5.23,3.2,2,1,5,5.2
7963,1.58,60.0,61.0,7.51,4.59,1,2,7,7.54
505,0.23,57.0,62.9,3.95,2.47,3,3,3,3.9
936,0.32,60.0,60.2,4.42,2.67,1,4,3,4.45
2316,0.72,56.0,61.3,5.76,3.54,1,4,6,5.79
2164,0.52,56.0,61.5,5.16,3.19,2,4,1,5.21
6112,1.62,62.0,64.2,7.41,4.73,6,7,7,7.33
3933,0.93,57.8,62.5,6.28,3.87,3,4,6,6.15
4774,1.0,57.0,60.2,6.54,3.92,2,1,6,6.48
1819,0.56,54.0,61.7,5.35,3.28,2,2,5,5.28
985,0.42,56.0,60.6,4.83,2.94,2,3,4,4.87
2383,0.75,58.0,61.5,5.86,3.59,2,6,6,5.82
801,0.31,59.0,59.7,4.49,2.67,1,3,2,4.45
11364,1.55,61.0,61.0,7.47,4.54,6,5,5,7.42
2517,0.96,56.0,67.3,6.01,4.06,5,7,6,6.06
895,0.32,56.0,61.9,4.44,2.74,2,3,2,4.41
1195,0.51,58.0,60.4,5.19,3.14,1,5,6,5.21
1103,0.42,57.0,61.3,4.8,2.96,2,3,4,4.85
791,0.41,55.0,62.3,4.79,2.98,2,1,6,4.77
3669,0.9,59.0,63.8,6.05,3.87,6,4,6,6.08
8520,1.16,58.0,62.1,6.7,4.14,3,2,5,6.63
7727,1.54,61.0,60.1,7.41,4.47,1,6,7,7.46
729,0.36,57.0,62.1,4.54,2.83,2,6,4,4.58
540,0.3,58.0,62.9,4.22,2.66,1,5,6,4.24
4559,1.01,57.0,63.0,6.34,4.01,2,3,6,6.39
872,0.31,55.0,61.7,4.33,2.68,2,2,5,4.36
678,0.24,55.0,60.8,4.06,2.46,2,3,2,4.03
2173,0.62,56.0,62.0,5.49,3.39,2,4,4,5.45
394,0.3,59.0,62.3,4.29,2.66,1,4,7,4.25
8950,1.22,60.0,59.6,6.95,4.15,1,1,5,6.97
692,0.31,55.0,61.6,4.4,2.7,3,1,5,4.37
16807,1.73,58.0,62.9,7.65,4.79,3,4,5,7.58
14870,2.18,60.0,61.4,8.31,5.12,2,6,7,8.37
3563,0.78,56.0,63.3,5.89,3.71,3,3,4,5.84
6889,1.41,55.0,62.3,7.21,4.48,2,7,6,7.18
4410,1.05,57.0,61.2,6.55,4.03,2,5,7,6.62
8346,1.14,57.0,61.4,6.81,4.16,2,4,4,6.75
14279,2.01,58.0,62.4,8.05,5.03,1,3,7,8.08
1264,0.43,58.0,60.3,4.87,2.95,1,4,2,4.91
7636,1.34,58.0,62.4,7.02,4.37,3,5,6,6.98
1046,0.31,57.0,60.6,4.38,2.66,2,4,2,4.4
3002,0.77,58.0,60.4,5.95,3.58,3,2,7,5.91
4561,0.91,60.0,60.8,6.21,3.79,3,1,6,6.24
11666,1.51,59.0,62.8,7.28,4.58,1,3,6,7.31
708,0.32,56.0,61.3,4.43,2.71,2,5,2,4.41
698,0.31,54.0,62.1,4.3,2.69,2,5,4,4.37
8223,1.4,58.0,62.2,7.12,4.44,1,5,6,7.16
5996,1.2,56.0,60.5,6.87,4.15,2,4,6,6.84
1140,0.32,57.0,61.3,4.39,2.7,2,1,2,4.42
13554,2.02,54.0,63.2,7.82,4.99,3,4,7,7.96
1575,0.51,56.0,60.6,5.22,3.15,2,6,3,5.18
11971,1.82,58.0,61.3,7.94,4.83,3,4,7,7.83
3114,0.9,60.0,60.1,6.32,3.77,3,4,7,6.22
1842,0.52,58.0,62.4,5.09,3.19,1,1,5,5.13
15528,2.01,60.0,60.9,8.06,4.92,1,6,6,8.1
1021,0.33,57.0,61.7,4.44,2.75,2,3,2,4.47
6352,1.0,62.0,63.9,6.32,4.02,6,3,5,6.26
2872,0.84,55.0,65.1,5.97,3.86,6,4,6,5.88
3298,1.02,58.0,63.1,6.38,4.01,6,7,7,6.34
2364,0.7,58.0,60.5,5.73,3.48,1,5,4,5.77
1343,0.51,55.0,61.7,5.17,3.18,2,2,6,5.13
1600,0.52,56.0,60.0,5.24,3.13,2,1,6,5.19
4410,1.05,57.0,61.2,6.54,4.02,2,5,7,6.59
1707,0.52,57.0,62.5,5.13,3.22,2,3,4,5.17
8532,1.04,59.0,60.5,6.58,3.99,1,1,4,6.62
8620,1.58,57.0,62.4,7.45,4.62,3,5,7,7.36
1013,0.36,58.0,62.3,4.51,2.82,1,2,5,4.55
770,0.36,59.0,61.1,4.55,2.79,1,3,6,4.59
3709,0.92,59.0,59.0,6.31,3.74,1,5,6,6.36
1795,0.5,54.0,64.3,5.06,3.24,6,1,4,5.02
2268,0.7,60.0,60.0,5.65,3.51,1,4,7,5.69
3564,0.72,56.0,61.8,5.74,3.54,2,3,5,5.72
4586,1.0,58.0,63.8,6.22,3.99,6,3,6,6.28
8643,1.06,57.0,61.6,6.53,4.03,2,4,2,6.55
489,0.31,58.0,62.2,4.34,2.69,1,5,5,4.31
6756,1.51,61.0,62.2,7.27,4.55,1,6,6,7.35
921,0.39,56.0,60.4,4.73,2.85,3,2,5,4.7
1673,0.67,58.0,62.0,5.63,3.48,2,3,7,5.6
5662,1.01,56.0,63.3,6.34,4.02,3,3,5,6.36
377,0.31,55.0,64.3,4.29,2.75,6,6,6,4.27
6888,1.5,58.0,62.3,7.22,4.53,1,6,6,7.33
4244,0.7,54.0,62.7,5.71,3.57,3,1,2,5.67
1147,0.72,57.0,65.1,5.55,3.65,5,4,8,5.65
12617,2.01,57.0,65.9,7.74,5.12,5,5,7,7.8
2112,0.72,57.0,62.7,5.71,3.59,2,7,4,5.74
1359,0.51,55.0,62.5,5.12,3.21,2,1,7,5.15
8120,1.01,61.0,60.0,6.41,3.86,1,4,1,6.45
6810,1.52,59.0,62.4,7.29,4.57,1,1,7,7.36
2912,0.7,63.0,58.7,5.73,3.35,6,2,5,5.69
5600,1.2,58.0,64.8,6.65,4.29,6,6,4,6.6
6066,1.01,60.0,64.2,6.35,4.07,6,1,5,6.32
4401,0.9,60.0,63.9,6.09,3.91,6,4,4,6.14
2838,0.7,60.0,63.0,5.57,3.53,1,4,4,5.64
6653,1.1,57.0,60.0,6.7,4.03,2,4,5,6.74
772,0.4,56.0,60.6,4.78,2.9,2,2,6,4.77
6401,1.27,57.0,62.6,6.88,4.32,2,6,5,6.92
2834,0.77,55.0,60.7,5.95,3.63,2,2,7,6.01
1662,0.54,60.0,60.4,5.24,3.16,1,1,6,5.22
2053,0.59,59.0,63.7,5.28,3.37,6,7,1,5.3
1847,0.54,56.0,62.0,5.21,3.24,2,4,4,5.24
1281,0.51,58.0,60.9,5.14,3.15,1,4,6,5.21
463,0.33,58.0,60.6,4.47,2.7,1,6,5,4.44
9361,1.07,57.0,61.5,6.59,4.04,2,4,1,6.54
6217,1.22,59.0,60.3,6.87,4.16,1,6,5,6.93
698,0.31,57.0,59.1,4.45,2.64,2,4,5,4.48
10710,1.02,58.0,63.5,6.33,4.05,3,2,1,6.43
9727,2.04,58.0,62.4,8.17,5.07,1,4,8,8.08
633,0.35,57.0,61.0,4.57,2.78,2,4,5,4.54
4617,1.01,56.0,61.3,6.5,3.97,2,7,5,6.46
732,0.31,54.0,63.7,4.31,2.76,6,1,6,4.35
14795,2.02,62.0,58.7,8.2,4.82,3,5,7,8.23
957,0.37,60.0,61.2,4.59,2.82,1,3,5,4.63
471,0.29,55.0,62.0,4.27,2.63,3,4,5,4.24
1574,0.48,57.0,62.0,5.04,3.11,2,4,3,5.01
4338,1.01,54.0,63.1,6.37,4.04,3,1,7,6.43
3964,0.9,55.0,62.6,6.19,3.86,3,5,4,6.14
4921,0.9,58.0,60.3,6.32,3.79,3,2,6,6.26
8763,1.56,56.0,62.5,7.46,4.64,2,7,4,7.38
16380,2.0,53.0,63.1,8.11,5.08,3,2,7,7.99
2184,0.7,57.0,62.9,5.61,3.53,1,3,7,5.64
2104,0.71,56.0,64.5,5.56,3.6,5,6,4,5.61
18364,2.2,57.0,62.0,8.34,5.18,1,6,5,8.38
1387,0.57,58.0,62.1,5.31,3.28,3,1,7,5.26
3671,1.01,63.0,59.1,6.54,3.88,3,1,7,6.59
854,0.33,60.0,61.6,4.41,2.73,1,4,4,4.46
1728,0.57,56.0,60.8,5.4,3.27,2,2,5,5.35
3913,0.73,56.0,61.6,5.79,3.56,2,4,2,5.76
1011,0.41,55.0,61.5,4.79,2.95,2,5,2,4.81
1304,0.51,57.0,62.9,5.11,3.2,3,2,6,5.06
878,0.3,60.0,61.6,4.24,2.62,1,4,3,4.27
1323,0.52,56.0,62.7,5.13,3.2,3,1,6,5.08
6270,1.01,59.0,63.6,6.37,4.04,3,1,6,6.33
2009,0.62,60.0,62.3,5.39,3.38,1,3,5,5.46
1749,0.62,57.0,61.5,5.49,3.36,2,2,6,5.44
4209,0.9,60.0,61.3,6.14,3.78,1,2,6,6.19
12956,1.11,57.0,62.1,6.69,4.13,2,3,2,6.62
18678,2.02,56.0,62.1,7.99,4.99,1,3,7,8.07
5299,1.25,59.0,62.2,6.88,4.27,1,7,5,6.86
8430,1.13,58.0,61.4,6.74,4.13,2,2,5,6.71
1727,0.53,57.0,61.6,5.21,3.22,2,4,4,5.24
911,0.3,58.0,61.7,4.3,2.66,1,1,5,4.32
1781,0.51,57.0,62.5,5.07,3.19,2,4,4,5.14
4167,1.02,61.0,57.1,6.57,3.78,6,5,6,6.66
1569,0.51,59.0,60.3,5.22,3.14,1,1,6,5.2
1697,0.7,58.0,64.2,5.6,3.58,6,5,7,5.56
2808,0.73,57.0,63.1,5.7,3.61,3,1,6,5.74
11382,1.04,58.0,60.9,6.53,4.0,1,2,2,6.61
6458,1.36,59.0,61.4,7.12,4.38,1,3,7,7.16
2745,1.04,57.0,65.2,6.23,4.07,5,4,7,6.25
6776,1.0,61.0,60.8,6.39,3.89,1,1,5,6.41
470,0.27,56.0,60.3,4.25,2.55,2,3,5,4.21
5578,1.2,56.0,60.1,6.84,4.13,2,6,6,6.9
938,0.4,59.0,62.7,4.63,2.93,1,5,4,4.71
8530,1.29,58.0,61.9,6.97,4.33,1,4,5,7.02
540,0.33,60.0,62.4,4.42,2.75,1,5,4,4.39
2158,0.72,59.0,60.4,5.83,3.51,3,3,7,5.8
5016,1.2,61.0,59.1,7.0,4.12,3,7,4,6.94
854,0.33,59.0,61.8,4.39,2.73,1,4,4,4.45
6176,1.01,60.0,64.2,6.32,4.07,6,1,5,6.35
1760,0.57,54.0,62.0,5.31,3.3,1,3,5,5.34
1958,0.52,54.0,61.6,5.22,3.2,2,4,3,5.17
1546,0.51,57.0,60.8,5.19,3.17,1,2,6,5.24
8099,1.21,56.0,63.8,6.67,4.28,6,4,5,6.74
3858,0.96,57.0,61.7,6.3,3.9,2,4,7,6.35
1186,0.25,60.0,58.8,5.28,3.12,1,4,7,5.33
1821,0.61,60.5,60.3,5.48,3.29,6,5,3,5.44
537,0.34,60.0,60.2,4.56,2.73,1,5,5,4.51
12696,1.51,57.0,59.6,7.49,4.47,1,4,5,7.52
693,0.27,55.0,64.3,4.09,2.65,6,1,3,4.14
15238,1.7,59.0,61.9,7.61,4.72,1,1,6,7.64
12671,1.41,59.0,58.8,7.26,4.28,1,2,4,7.3
447,0.34,54.0,63.3,4.48,2.83,6,3,7,4.46
5206,1.03,56.0,60.9,6.59,3.99,2,6,4,6.52
698,0.31,57.0,61.7,4.32,2.67,2,5,4,4.34
4760,1.01,60.0,62.9,6.46,4.03,3,1,7,6.35
4751,1.01,58.0,63.7,6.32,4.04,6,2,7,6.36
4249,1.21,56.0,62.7,6.78,4.26,2,5,6,6.81
1124,0.44,57.0,61.1,4.92,2.99,2,5,2,4.87
1077,0.5,55.0,62.8,5.08,3.18,3,2,7,5.05
1227,0.58,55.0,62.1,5.39,3.32,2,7,6,5.31
3794,0.9,57.0,62.3,6.19,3.85,2,5,7,6.16
4307,1.07,60.0,61.8,6.56,4.04,3,6,6,6.52
13991,2.02,60.0,62.9,8.01,5.05,1,6,7,8.05
6337,1.37,59.0,60.9,7.17,4.38,1,5,5,7.22
4916,1.01,54.0,61.3,6.52,3.99,2,1,7,6.47
1226,0.53,59.0,62.4,5.21,3.24,2,5,6,5.18
6973,1.36,56.0,61.9,7.13,4.42,2,7,3,7.16
628,0.31,60.0,61.3,4.32,2.66,1,5,5,4.36
1355,0.53,56.0,63.1,5.19,3.26,6,2,6,5.15
2211,0.58,56.0,61.8,5.37,3.31,2,1,4,5.34
7711,0.9,59.0,61.3,6.12,3.77,1,1,2,6.18
15214,2.0,59.0,63.0,7.97,5.03,1,7,3,8.0
700,0.42,55.0,62.4,4.81,2.99,2,2,7,4.77
557,0.33,58.0,62.6,4.4,2.76,1,4,7,4.42
1728,0.57,56.0,62.1,5.3,3.3,2,2,6,5.33
1718,0.55,56.0,61.7,5.26,3.25,2,3,6,5.3
579,0.33,56.0,62.2,4.44,2.76,2,4,5,4.43
802,0.31,57.0,62.5,4.34,2.72,2,4,4,4.37
2501,0.74,57.0,61.7,5.82,3.58,2,2,7,5.78
4358,0.9,55.0,62.4,6.17,3.83,3,4,4,6.11
4386,0.9,60.0,61.8,6.21,3.82,1,4,5,6.16
780,0.33,56.0,62.8,4.39,2.77,2,1,6,4.43
485,0.24,55.0,61.4,3.99,2.47,1,1,5,4.05
706,0.35,58.0,62.7,4.5,2.81,1,5,3,4.46
1664,0.52,59.0,63.9,5.1,3.25,3,5,2,5.08
15147,2.01,58.0,63.8,7.89,5.01,6,6,5,7.82
2475,0.7,54.0,62.6,5.73,3.58,2,5,5,5.7
3537,1.08,57.0,61.8,6.58,4.06,2,7,7,6.56
5028,0.92,59.0,62.5,6.14,3.87,1,1,6,6.24
840,0.5,60.0,61.4,5.03,3.14,1,2,8,5.18
9946,1.6,55.0,63.2,7.41,4.7,3,5,6,7.46
2239,0.97,53.0,61.6,6.43,3.95,2,6,8,6.4
737,0.4,57.0,60.5,4.81,2.9,2,2,6,4.77
716,0.43,58.0,61.1,4.9,2.98,3,1,7,4.86
3066,0.77,56.0,61.4,5.93,3.63,2,6,4,5.9
858,0.32,54.0,62.1,4.4,2.74,2,1,3,4.4
1087,0.42,61.0,60.1,4.81,2.9,1,4,5,4.84
931,0.32,58.0,60.9,4.45,2.72,3,2,2,4.49
5882,1.21,55.0,62.2,6.79,4.24,2,5,5,6.84
445,0.25,56.0,61.5,4.08,2.5,2,5,4,4.05
1031,0.5,59.0,59.8,5.15,3.09,2,6,6,5.18
4636,1.28,58.0,62.3,6.89,4.31,1,7,7,6.94
455,0.28,54.0,61.2,4.27,2.6,2,4,6,4.22
900,0.32,55.0,60.8,4.42,2.71,2,2,5,4.49
4729,0.91,59.0,59.8,6.23,3.74,1,2,6,6.28
5652,1.31,58.0,60.9,7.07,4.29,3,6,7,7.03
891,0.31,54.0,62.1,4.37,2.71,2,4,1,4.36
1621,0.42,56.0,61.8,4.79,2.97,2,1,2,4.82
12396,1.72,58.0,62.7,7.6,4.75,3,6,3,7.54
2370,0.97,54.0,61.6,6.28,3.89,2,7,8,6.34
17955,2.39,55.0,62.2,8.56,5.33,2,6,5,8.58
833,0.42,55.0,61.8,4.83,2.98,2,6,6,4.81
2177,0.72,56.0,61.7,5.71,3.54,2,4,7,5.76
633,0.38,58.0,62.5,4.61,2.87,1,6,5,4.58
2859,0.71,56.0,61.5,5.78,3.54,2,4,4,5.74
6905,1.09,54.0,62.0,6.65,4.11,2,4,5,6.61
4355,0.96,57.0,62.6,6.24,3.92,2,4,6,6.28
8548,1.55,57.0,60.4,7.54,4.55,2,7,4,7.52
1207,0.33,57.0,61.9,4.41,2.74,2,2,1,4.45
2278,0.73,55.0,65.9,5.64,3.74,5,5,5,5.68
561,0.32,58.0,62.3,4.39,2.72,1,5,4,4.34
5456,1.06,59.0,62.2,6.52,4.04,3,5,4,6.47
886,0.3,56.0,62.4,4.3,2.67,2,3,1,4.26
6366,1.01,58.0,65.3,6.24,4.09,5,1,5,6.29
882,0.4,57.0,63.5,4.7,2.99,3,2,6,4.72
3916,1.01,57.0,57.9,6.55,3.78,5,2,7,6.51
662,0.3,57.0,58.8,4.4,2.6,1,1,6,4.44
445,0.26,60.0,59.2,4.24,2.5,3,6,6,4.2
828,0.32,55.0,62.3,4.37,2.73,2,4,4,4.4
2338,0.97,61.0,67.2,6.0,4.06,5,3,7,6.09
6766,1.28,61.0,60.4,7.03,4.26,3,5,7,7.08
4004,1.01,59.0,64.2,6.28,4.04,5,4,6,6.31
3196,0.9,53.0,63.0,6.15,3.85,6,6,6,6.08
2535,0.58,58.0,61.5,5.38,3.32,1,2,5,5.41
9633,1.22,57.0,62.2,6.81,4.25,2,3,4,6.85
8040,1.2,54.7,62.4,6.85,4.25,2,4,5,6.79
731,0.3,60.0,61.7,4.28,2.65,1,2,5,4.31
631,0.36,59.0,60.8,4.59,2.78,3,2,6,4.56
606,0.37,56.0,61.4,4.65,2.84,2,2,6,4.6
1264,0.43,55.0,61.9,4.85,3.01,2,1,4,4.87
5151,0.9,59.0,61.1,6.2,3.77,3,2,4,6.14
8362,1.81,62.0,56.2,8.09,4.56,5,7,6,8.14
1881,0.55,55.0,60.9,5.29,3.23,2,4,4,5.32
9158,1.7,58.0,64.1,7.51,4.83,6,5,6,7.54
666,0.4,58.0,60.0,4.84,2.89,1,1,7,4.8
7794,1.05,58.0,59.7,6.63,3.94,3,1,5,6.56
3755,0.9,56.0,64.1,6.07,3.88,6,1,6,6.04
648,0.32,57.0,63.0,4.35,2.75,2,5,5,4.38
1023,0.53,57.0,63.8,5.12,3.26,6,7,5,5.1
505,0.32,58.0,61.9,4.39,2.71,1,5,5,4.37
874,0.38,56.0,61.5,4.71,2.88,2,6,4,4.67
1040,0.42,55.0,62.0,4.83,3.0,2,1,6,4.84
1080,0.32,58.0,59.3,4.44,2.62,1,3,1,4.47
873,0.3,55.0,61.3,4.36,2.66,2,3,1,4.32
2823,0.9,54.0,65.8,5.98,3.96,5,5,7,6.05
878,0.3,57.0,61.7,4.31,2.67,2,4,2,4.34
3283,0.8,60.1,63.2,5.85,3.67,6,4,4,5.77
9023,1.16,56.0,60.7,6.83,4.13,3,4,2,6.77
